Load (ton),Settlement(mm.), H-pile,W-pile,length,Nbase,start SS,Nave,Medium clay,Stiff clay
63.285,-2.6336,0.5,0.5,18,120,14,55,11,18
70.433,-3.067,0.5,0.5,18,120,14,55,11,18
76.728,-3.3303,0.5,0.5,18,120,14,55,11,18
78.94,-3.4387,0.5,0.5,18,120,14,55,11,18
81.67,-3.9178,0.5,0.5,18,120,14,55,11,18
84.914,-4.5978,0.5,0.5,18,120,14,55,11,18
88.156,-5.2005,0.5,0.5,18,120,14,55,11,18
89.863,-5.5714,0.5,0.5,18,120,14,55,11,18
0,0,0.8,0.8,50.31,50,16,24,15,18
32.24,-0.2648,0.8,0.8,50.31,50,16,24,15,18
74.66,-0.623,0.8,0.8,50.31,50,16,24,15,18
123.81,-1.2761,0.8,0.8,50.31,50,16,24,15,18
188.29,-1.7592,0.8,0.8,50.31,50,16,24,15,18
198.45,-1.9612,0.8,0.8,50.31,50,16,24,15,18
242.49,-2.6606,0.8,0.8,50.31,50,16,24,15,18
252.65,-2.847,0.8,0.8,50.31,50,16,24,15,18
317.14,-3.3456,0.8,0.8,50.31,50,16,24,15,18
364.6,-3.9521,0.8,0.8,50.31,50,16,24,15,18
417.14,-4.6673,0.8,0.8,50.31,50,16,24,15,18
449.3,-5.2732,0.8,0.8,50.31,50,16,24,15,18
481.45,-5.9877,0.8,0.8,50.31,50,16,24,15,18
503.46,-6.3916,0.8,0.8,50.31,50,16,24,15,18
0,0,1.2,1.2,52.2,60,18,56.36,17,22
120.28,-1.0525,1.2,1.2,52.2,60,18,56.36,17,22
237.99,-2.009,1.2,1.2,52.2,60,18,56.36,17,22
350.6,-3.0617,1.2,1.2,52.2,60,18,56.36,17,22
465.76,-4.0663,1.2,1.2,52.2,60,18,56.36,17,22
545.11,-4.9279,1.2,1.2,52.2,60,18,56.36,17,22
660.28,-6.0764,1.2,1.2,52.2,60,18,56.36,17,22
849.71,-8.2787,1.2,1.2,52.2,60,18,56.36,17,22
1005.89,-10.3859,1.2,1.2,52.2,60,18,56.36,17,22
1123.7,-12.3021,1.2,1.2,52.2,60,18,56.36,17,22
1187.75,-13.548,1.2,1.2,52.2,60,18,56.36,17,22
1213.42,-14.507,1.2,1.2,52.2,60,18,56.36,17,22
1262.21,-16.569,1.2,1.2,52.2,60,18,56.36,17,22
1305.88,-18.6312,1.2,1.2,52.2,60,18,56.36,17,22
1388.07,-22.2759,1.2,1.2,52.2,60,18,56.36,17,22
0,0,1,1,52.08,60,18,56.36,17,22
94.12,-0.7843,1,1,52.08,60,18,56.36,17,22
181,-1.7429,1,1,52.08,60,18,56.36,17,22
352.34,-3.7473,1,1,52.08,60,18,56.36,17,22
492.31,-5.4902,1,1,52.08,60,18,56.36,17,22
612.97,-7.4074,1,1,52.08,60,18,56.36,17,22
728.81,-9.1939,1,1,52.08,60,18,56.36,17,22
830.17,-11.1111,1,1,52.08,60,18,56.36,17,22
921.87,-12.9847,1,1,52.08,60,18,56.36,17,22
989.44,-14.8148,1,1,52.08,60,18,56.36,17,22
1032.88,-16.7756,1,1,52.08,60,18,56.36,17,22
1085.97,-19.2593,1,1,52.08,60,18,56.36,17,22
0,0,1.2,1.2,52.35,60,18,56.36,17,22
139.17,-0.57,1.2,1.2,52.35,60,18,56.36,17,22
258.65,-1.7466,1.2,1.2,52.35,60,18,56.36,17,22
474.77,-3.5781,1.2,1.2,52.35,60,18,56.36,17,22
682.41,-5.496,1.2,1.2,52.35,60,18,56.36,17,22
856.02,-7.4558,1.2,1.2,52.35,60,18,56.36,17,22
1001.29,-9.5445,1.2,1.2,52.35,60,18,56.36,17,22
1095.38,-11.1972,1.2,1.2,52.35,60,18,56.36,17,22
1186.69,-13.0667,1.2,1.2,52.35,60,18,56.36,17,22
1249.63,-14.9349,1.2,1.2,52.35,60,18,56.36,17,22
1301.23,-16.846,1.2,1.2,52.35,60,18,56.36,17,22
1332.76,-17.9754,1.2,1.2,52.35,60,18,56.36,17,22
0,0,1,1,52.05,60,18,56.36,17,22
111.26,-1.0564,1,1,52.05,60,18,56.36,17,22
187.9,-1.7608,1,1,52.05,60,18,56.36,17,22
358.48,-3.5203,1,1,52.05,60,18,56.36,17,22
496.84,-5.4957,1,1,52.05,60,18,56.36,17,22
627.78,-7.5579,1,1,52.05,60,18,56.36,17,22
736.46,-9.4001,1,1,52.05,60,18,56.36,17,22
832.77,-11.2414,1,1,52.05,60,18,56.36,17,22
916.71,-12.9944,1,1,52.05,60,18,56.36,17,22
975.88,-14.9202,1,1,52.05,60,18,56.36,17,22
1032.57,-16.8022,1,1,52.05,60,18,56.36,17,22
1091.73,-18.859,1,1,52.05,60,18,56.36,17,22
0,0,0.6,0.6,23.5,37,22,31,21,24
19.924,-0.783,0.6,0.6,23.5,37,22,31,21,24
40.051,-1.854,0.6,0.6,23.5,37,22,31,21,24
60.376,-2.926,0.6,0.6,23.5,37,22,31,21,24
75.923,-3.994,0.6,0.6,23.5,37,22,31,21,24
87.285,-4.964,0.6,0.6,23.5,37,22,31,21,24
88.119,-8.041,0.6,0.6,23.5,37,22,31,21,24
90.162,-12.37,0.6,0.6,23.5,37,22,31,21,24
91.604,-16.409,0.6,0.6,23.5,37,22,31,21,24
93.446,-20.545,0.6,0.6,23.5,37,22,31,21,24
94.693,-24.873,0.6,0.6,23.5,37,22,31,21,24
95.738,-29.008,0.6,0.6,23.5,37,22,31,21,24
97.185,-33.432,0.6,0.6,23.5,37,22,31,21,24
98.424,-37.183,0.6,0.6,23.5,37,22,31,21,24
100.676,-42.281,0.6,0.6,23.5,37,22,31,21,24
0,0,1,1,35.9,75,14,46,12,21
86.98,-0.3087,1,1,35.9,75,14,46,12,21
168.88,-0.7918,1,1,35.9,75,14,46,12,21
281.53,-1.6234,1,1,35.9,75,14,46,12,21
407.8,-2.4547,1,1,35.9,75,14,46,12,21
528.98,-3.3442,1,1,35.9,75,14,46,12,21
636.5,-4.1564,1,1,35.9,75,14,46,12,21
726.99,-4.9883,1,1,35.9,75,14,46,12,21
798.71,-5.7817,1,1,35.9,75,14,46,12,21
848.27,-6.4979,1,1,35.9,75,14,46,12,21
870.58,-7.4278,1,1,35.9,75,14,46,12,21
0,0,0.8,0.8,55.33,59,18,38,17,24
127.18,-0.715,0.8,0.8,55.33,59,18,38,17,24
273,-1.5651,0.8,0.8,55.33,59,18,38,17,24
301.8,-1.8738,0.8,0.8,55.33,59,18,38,17,24
376.46,-2.0484,0.8,0.8,55.33,59,18,38,17,24
464.65,-2.4159,0.8,0.8,55.33,59,18,38,17,24
522.31,-2.7251,0.8,0.8,55.33,59,18,38,17,24
571.44,-3.2654,0.8,0.8,55.33,59,18,38,17,24
598.55,-3.5164,0.8,0.8,55.33,59,18,38,17,24
615.42,-4.1717,0.8,0.8,55.33,59,18,38,17,24
637.38,-4.7501,0.8,0.8,55.33,59,18,38,17,24
639.03,-5.0584,0.8,0.8,55.33,59,18,38,17,24
664.35,-5.8488,0.8,0.8,55.33,59,18,38,17,24
723.62,-6.6783,0.8,0.8,55.33,59,18,38,17,24
745.63,-6.9869,0.8,0.8,55.33,59,18,38,17,24
